Student_Ref,Gender,Math,Phys,Eng,ICT,EmSAT_Eng,Target_Uni,Pathway,STEM_Strength,Academic_Readiness
ID_7411,F,72.2,54.6,75.4,93.1,2049.0,RIT Dubai,Foundation,63.400000000000006,69.4
ID_7866,F,87.1,52.8,64.9,61.9,1508.0,AUS,Foundation,69.94999999999999,67.425
ID_3185,M,59.8,84.4,79.5,68.4,1702.0,Manipal,Year 13,72.1,75.8
ID_5666,F,79.1,48.0,79.8,85.6,1281.0,Middlesex Dubai,Year 13,63.55,71.675
ID_4354,F,58.4,97.2,68.1,81.1,1147.0,UOWD,Year 13,77.8,72.94999999999999
ID_7020,M,44.7,43.7,74.9,57.7,1120.0,Middlesex Dubai,Foundation,44.2,59.550000000000004
ID_8933,F,80.1,77.1,61.2,60.6,1495.0,KU,Foundation,78.6,69.9
ID_7045,F,63.3,55.1,63.5,81.2,1194.0,Birmingham Uni,Foundation,59.2,61.35
ID_5585,F,62.2,91.5,76.1,88.3,1295.0,AUS,Foundation,76.85,76.475
ID_8540,F,53.0,92.0,87.9,98.0,1476.0,Murdoch,Year 13,72.5,80.2
ID_1312,M,78.8,93.3,81.5,88.6,1381.0,UOWD,Year 13,86.05,83.775
ID_6254,F,57.1,86.9,53.1,96.4,1681.0,UOWD,Year 13,72.0,62.55
ID_5390,F,63.1,75.9,73.2,80.3,1497.0,AUS,Foundation,69.5,71.35
ID_7303,M,70.0,84.7,61.0,85.0,1349.0,Manipal,Foundation,77.35,69.175
ID_5694,M,71.2,50.4,62.4,87.4,1656.0,Zayed Uni,Foundation,60.8,61.599999999999994
ID_5017,M,63.9,69.8,87.5,87.5,1642.0,Uni of Dubai,Year 13,66.85,77.175
ID_1676,F,74.9,37.2,79.8,77.2,1116.0,Uni of Dubai,Year 13,56.050000000000004,67.925
ID_2664,F,67.7,62.5,78.1,70.1,1341.0,Middlesex Dubai,Year 13,65.1,71.6
ID_7348,M,55.9,87.4,67.7,44.0,1262.0,UOWD,Year 13,71.65,69.67500000000001
ID_2738,F,89.6,35.6,61.3,94.5,1429.0,AUS,Foundation,62.599999999999994,61.949999999999996
ID_8676,F,75.8,20.6,65.7,66.5,1436.0,KU,Foundation,48.2,56.95
ID_8003,M,74.2,60.6,75.7,80.3,1998.0,KU,Foundation,67.4,71.55000000000001
ID_7185,M,38.5,78.7,66.2,49.1,1478.0,CUD,Foundation,58.6,62.400000000000006
ID_8328,F,96.7,81.2,66.5,72.9,1287.0,Amity,Foundation,88.95,77.725
ID_3219,M,43.1,58.4,88.4,93.5,1322.0,CUD,Year 13,50.75,69.575
ID_6024,F,88.4,97.0,82.3,78.1,1341.0,AUS,Year 13,92.7,87.5
ID_7835,M,71.1,54.8,75.4,83.9,1567.0,KU,Foundation,62.949999999999996,69.175
ID_2206,M,69.1,63.8,67.6,75.8,1000.0,RIT Dubai,Foundation,66.44999999999999,67.02499999999999
ID_4931,F,104.2,40.3,75.1,62.9,1523.0,KU,Foundation,72.25,73.675
ID_9727,F,84.8,79.6,80.4,86.6,1999.0,AUS,Year 13,82.19999999999999,81.3
ID_2937,M,102.8,51.3,66.3,89.6,1190.0,UOWD,Year 13,77.05,71.675
ID_8191,F,72.0,81.6,85.7,53.1,1394.0,KU,Foundation,76.8,81.25
ID_8689,M,86.8,61.3,72.8,81.4,1319.0,Uni of Dubai,Foundation,74.05,73.425
ID_8260,F,81.1,79.2,75.2,76.3,1294.0,Uni of Dubai,Foundation,80.15,77.67500000000001
ID_8390,F,65.4,85.9,56.0,63.0,1436.0,Zayed Uni,Foundation,75.65,65.825
ID_9336,F,73.4,64.6,77.9,63.9,1345.0,AUD,Foundation,69.0,73.45
ID_2446,M,79.1,33.9,90.4,79.0,1836.0,Zayed Uni,Year 13,56.5,73.45
ID_5304,M,100.8,66.7,64.3,89.5,1981.0,Manipal,Year 13,83.75,74.025
ID_1725,F,69.7,75.1,87.0,80.2,1557.0,Birmingham Uni,Year 13,72.4,79.7
ID_7701,M,65.8,37.2,92.0,76.6,1314.0,UOWD,Year 13,51.5,71.75
ID_7830,F,83.3,42.6,83.1,70.8,1414.0,Zayed Uni,Foundation,62.95,73.025
ID_1025,F,59.9,85.6,80.0,81.0,1420.0,Birmingham Uni,Foundation,72.75,76.375
ID_2799,M,76.0,69.0,75.8,65.7,1462.0,AUS,Foundation,72.5,74.15
ID_2092,M,55.1,64.2,61.0,76.4,1530.0,KU,Year 13,59.650000000000006,60.325
ID_5893,F,95.1,53.2,67.7,58.1,1319.0,CUD,Foundation,74.15,70.92500000000001
ID_4158,M,70.4,78.8,68.2,74.7,1396.0,Heriot-Watt,Foundation,74.6,71.4
ID_7375,F,72.2,67.0,71.6,79.7,1530.0,UOWD,Year 13,69.6,70.6
ID_9693,F,76.4,33.4,75.5,83.8,1582.0,Amity,Foundation,54.900000000000006,65.2
ID_1906,F,59.6,51.8,70.8,90.7,1448.0,UOWD,Year 13,55.7,63.25
ID_7235,F,88.0,62.5,72.9,87.0,1481.0,KU,Year 13,75.25,74.075
ID_5029,F,104.1,48.0,74.6,56.9,1430.0,Birmingham Uni,Foundation,76.05,75.32499999999999
ID_7281,F,57.4,61.3,63.7,81.3,881.0,AUD,Foundation,59.349999999999994,61.525
ID_6068,M,68.6,65.3,66.2,94.8,1152.0,RIT Dubai,Foundation,66.94999999999999,66.57499999999999
ID_3913,M,61.7,56.7,65.0,84.6,1850.0,Uni of Dubai,Year 13,59.2,62.1
ID_2513,M,50.5,27.9,79.6,80.7,1203.0,Heriot-Watt,Foundation,39.2,59.4
ID_6177,M,49.1,57.6,77.1,67.0,1833.0,Murdoch,Year 13,53.35,65.225
ID_3736,M,60.5,64.2,72.7,95.3,1177.0,Murdoch,Foundation,62.35,67.525
ID_6730,M,47.2,48.1,84.3,74.0,1272.0,ADU,Year 13,47.650000000000006,65.975
ID_5207,F,72.2,80.4,57.9,92.8,1426.0,Zayed Uni,Year 13,76.30000000000001,67.10000000000001
ID_5760,F,90.8,67.1,64.2,75.9,1500.0,CUD,Year 13,78.94999999999999,71.57499999999999
ID_7354,M,75.4,75.1,66.6,85.7,1408.0,Manipal,Year 13,75.25,70.925
ID_7075,M,35.1,60.5,65.7,113.2,1132.0,AUS,Year 13,47.8,56.75
ID_8466,F,63.6,73.3,80.3,100.0,1216.0,BUiD,Foundation,68.45,74.375
ID_8860,M,95.0,71.2,95.7,61.2,1701.0,Manipal,Year 13,83.1,89.4
ID_3464,F,72.7,81.8,90.8,74.3,1393.0,UOWD,Year 13,77.25,84.025
ID_9900,F,91.8,53.0,59.4,87.8,1506.0,ADU,Year 13,72.4,65.9
ID_7585,F,55.5,54.2,59.7,72.0,1196.0,UOWD,Year 13,54.85,57.275000000000006
ID_7684,F,64.0,32.5,95.2,93.0,1205.0,Birmingham Uni,Year 13,48.25,71.725
ID_7610,F,74.1,73.3,68.4,83.5,1309.0,Heriot-Watt,Foundation,73.69999999999999,71.05
ID_5570,M,57.0,38.3,82.2,93.5,2047.0,UOWD,Year 13,47.65,64.925
ID_9382,F,52.0,79.0,86.1,64.9,1552.0,Manipal,Year 13,65.5,75.8
ID_4918,M,38.8,52.2,81.6,90.3,1550.0,ADU,Foundation,45.5,63.55
ID_3065,F,94.3,73.3,86.2,71.7,1550.0,ADU,Foundation,83.8,85.0
ID_3654,F,44.1,35.1,65.8,93.9,1358.0,Amity,Foundation,39.6,52.7
ID_3499,M,71.2,80.2,82.6,66.2,1471.0,Middlesex Dubai,Year 13,75.7,79.15
ID_1571,F,73.9,62.4,66.5,68.9,1155.0,Manipal,Foundation,68.15,67.325
ID_1863,F,65.9,89.7,72.4,70.1,1355.0,Amity,Year 13,77.80000000000001,75.10000000000001
ID_2714,F,90.6,61.1,80.4,80.7,1100.0,KU,Year 13,75.85,78.125
ID_6784,M,86.3,69.2,58.9,69.6,946.0,CUD,Foundation,77.75,68.325
ID_6447,M,78.1,70.1,86.9,68.7,1276.0,AUS,Foundation,74.1,80.5
ID_4111,F,62.3,49.0,79.4,74.3,1214.0,BUiD,Year 13,55.65,67.525
ID_3637,F,65.0,43.9,79.3,57.6,1260.0,KU,Year 13,54.45,66.875
ID_9776,F,65.1,98.5,73.4,72.2,1555.0,Heriot-Watt,Foundation,81.8,77.6
ID_1066,F,16.3,77.3,78.8,80.0,1691.0,UOWD,Year 13,46.8,62.8
ID_6560,F,61.9,82.9,71.5,54.5,1243.0,UOWD,Year 13,72.4,71.95
ID_6064,F,65.6,61.2,60.0,94.4,1324.0,ADU,Year 13,63.4,61.7
ID_9931,M,62.7,96.8,85.7,69.4,1372.0,UOWD,Foundation,79.75,82.725
ID_1218,F,91.6,73.6,82.4,108.9,838.0,UOWD,Foundation,82.6,82.5
ID_5772,M,79.1,53.9,81.6,65.1,1572.0,UOWD,Year 13,66.5,74.05
ID_4307,F,67.7,81.8,75.2,94.2,1022.0,AUS,Foundation,74.75,74.975
ID_8808,F,50.0,21.4,85.9,60.3,1514.0,Zayed Uni,Foundation,35.7,60.800000000000004
ID_7161,F,66.2,27.1,78.1,63.7,1301.0,RIT Dubai,Foundation,46.650000000000006,62.375
ID_3887,M,78.0,66.8,77.1,69.3,1627.0,Middlesex Dubai,Foundation,72.4,74.75
ID_4593,M,63.9,54.5,69.8,68.8,1619.0,CUD,Foundation,59.2,64.5
ID_7857,F,59.4,77.9,81.8,77.4,1155.0,BUiD,Year 13,68.65,75.225
ID_5629,M,64.1,83.5,74.1,75.9,1564.0,Amity,Foundation,73.8,73.94999999999999
ID_6796,M,84.5,64.6,60.4,72.9,1071.0,BUiD,Foundation,74.55,67.475
ID_6597,F,81.9,78.8,68.9,77.3,1696.0,Murdoch,Foundation,80.35,74.625
ID_1148,F,75.1,63.8,68.0,66.6,1296.0,Manipal,Year 13,69.44999999999999,68.725
ID_2242,F,53.1,38.0,92.7,81.8,1048.0,Manipal,Foundation,45.55,69.125
ID_3507,M,63.4,67.2,88.4,90.1,1047.0,RIT Dubai,Foundation,65.3,76.85
ID_1767,M,86.3,44.3,73.0,77.6,1565.0,Birmingham Uni,Year 13,65.3,69.15
ID_2285,M,86.4,50.0,84.6,71.0,1497.0,CUD,Foundation,68.2,76.4
ID_4583,F,70.4,95.3,78.8,73.5,1275.0,Murdoch,Year 13,82.85,80.82499999999999
ID_8017,F,67.5,97.7,81.2,52.4,1696.0,Birmingham Uni,Year 13,82.6,81.9
ID_9462,M,85.5,17.3,82.5,79.6,1507.0,KU,Year 13,51.4,66.95
ID_4682,F,59.3,57.3,89.1,63.5,1047.0,CUD,Foundation,58.3,73.69999999999999
ID_4394,M,67.9,62.4,68.5,51.7,1800.0,Heriot-Watt,Year 13,65.15,66.825
ID_1825,F,80.5,75.7,82.4,78.7,1474.0,Middlesex Dubai,Year 13,78.1,80.25
ID_9101,F,74.3,44.0,49.7,75.3,1365.0,Murdoch,Foundation,59.15,54.425
ID_4742,M,72.0,79.6,72.5,86.1,1295.0,UOWD,Foundation,75.8,74.15
ID_8998,F,71.7,75.1,81.3,63.1,1024.0,UOWD,Foundation,73.4,77.35
ID_3373,F,58.8,51.8,68.8,88.3,1405.0,Murdoch,Foundation,55.3,62.05
ID_1259,F,49.2,61.4,73.9,93.5,1213.0,UOWD,Year 13,55.3,64.6
ID_4576,F,89.7,69.2,79.6,93.6,1256.0,Zayed Uni,Year 13,79.45,79.525
ID_5270,F,69.9,43.9,71.5,63.2,1638.0,Birmingham Uni,Year 13,56.900000000000006,64.2
ID_6890,F,95.3,98.4,69.9,86.8,1825.0,KU,Year 13,96.85,83.375
ID_2654,M,35.3,55.2,88.3,66.3,1502.0,UOWD,Year 13,45.25,66.775
ID_6936,F,67.4,77.8,85.5,77.6,1593.0,Middlesex Dubai,Year 13,72.6,79.05
ID_9541,F,70.7,44.1,74.7,70.5,1587.0,KU,Year 13,57.400000000000006,66.05000000000001
ID_7228,M,70.5,78.8,70.5,82.0,1293.0,RIT Dubai,Foundation,74.65,72.575
ID_5021,F,71.4,58.1,71.3,66.2,911.0,Zayed Uni,Foundation,64.75,68.025
ID_1358,F,60.0,68.9,78.0,62.7,1610.0,KU,Year 13,64.45,71.225
ID_6009,M,100.5,88.4,67.8,70.3,715.0,UOWD,Foundation,94.45,81.125
ID_2213,M,87.8,95.8,77.2,84.0,1315.0,Amity,Foundation,91.8,84.5
ID_5568,F,56.7,73.2,72.2,79.4,1515.0,AUS,Year 13,64.95,68.575
ID_7235,M,70.4,62.9,79.9,74.1,1805.0,Uni of Dubai,Foundation,66.65,73.275
ID_2425,M,60.7,39.6,71.2,88.8,1409.0,Murdoch,Year 13,50.150000000000006,60.675000000000004
ID_4960,F,79.9,100.3,75.9,65.4,1342.0,BUiD,Foundation,90.1,83.0
ID_4329,F,84.6,61.6,71.7,82.7,1362.0,AUS,Foundation,73.1,72.4
ID_3894,M,65.2,29.4,74.5,63.0,1553.0,UOWD,Foundation,47.3,60.9
ID_2332,M,76.0,48.8,78.7,69.1,1616.0,Amity,Year 13,62.4,70.55
ID_1339,M,72.3,71.0,72.0,60.5,1733.0,Murdoch,Year 13,71.65,71.825
ID_8193,F,78.7,80.7,69.4,44.0,1740.0,UOWD,Year 13,79.7,74.55000000000001
ID_5759,M,81.4,30.1,92.7,63.3,1668.0,UOWD,Year 13,55.75,74.225
ID_5263,F,85.2,62.4,86.3,67.5,1199.0,AUS,Year 13,73.8,80.05
ID_1562,F,85.2,64.1,71.1,80.9,1462.0,UOWD,Foundation,74.65,72.875
ID_7991,M,69.8,65.1,60.2,72.1,1041.0,Amity,Foundation,67.44999999999999,63.824999999999996
ID_6427,F,80.4,79.3,76.6,86.9,1410.0,Amity,Year 13,79.85,78.225
ID_1106,M,34.2,52.2,103.2,62.2,1405.0,UOWD,Year 13,43.2,73.2
ID_2934,M,72.7,91.9,73.5,84.1,1414.0,Amity,Foundation,82.30000000000001,77.9
ID_9764,F,53.2,53.7,60.1,93.1,1276.0,Murdoch,Year 13,53.45,56.775000000000006
ID_6824,F,51.0,61.6,63.2,78.4,1695.0,Zayed Uni,Year 13,56.3,59.75
ID_3228,M,100.0,57.0,67.5,76.7,1553.0,Zayed Uni,Year 13,78.5,73.0
ID_9353,F,70.4,60.7,54.8,84.6,1988.0,AUS,Foundation,65.55000000000001,60.175000000000004
ID_5314,M,61.7,49.5,94.0,79.0,1141.0,Amity,Foundation,55.6,74.8
ID_9854,F,82.9,73.0,78.6,81.8,1346.0,RIT Dubai,Foundation,77.95,78.275
ID_2024,F,75.8,76.1,56.0,72.8,1831.0,AUS,Year 13,75.94999999999999,65.975
ID_4607,M,58.5,52.9,71.8,49.1,1058.0,Amity,Foundation,55.7,63.75
ID_5311,F,53.4,62.1,75.4,90.3,1352.0,ADU,Foundation,57.75,66.575
ID_4186,F,61.4,59.4,87.9,101.4,1089.0,BUiD,Foundation,60.4,74.15
ID_3299,M,77.8,29.6,78.7,73.4,1451.0,ADU,Year 13,53.7,66.2
ID_1532,F,69.7,45.5,52.3,75.5,1174.0,UOWD,Foundation,57.6,54.95
ID_8410,F,75.1,76.4,71.7,71.8,1613.0,KU,Foundation,75.75,73.725
ID_6455,F,70.4,75.3,69.1,75.8,1218.0,UOWD,Year 13,72.85,70.975
ID_4332,F,99.6,69.1,58.8,100.7,1359.0,BUiD,Year 13,84.35,71.57499999999999
ID_1212,M,80.5,48.3,60.9,82.4,854.0,AUS,Foundation,64.4,62.650000000000006
ID_3408,F,74.1,74.1,96.0,76.3,1548.0,BUiD,Foundation,74.1,85.05
ID_9744,F,68.4,103.8,71.7,57.6,1863.0,KU,Year 13,86.1,78.9
ID_9951,F,66.1,59.3,73.9,115.2,1335.0,Manipal,Year 13,62.699999999999996,68.3
ID_4797,F,77.7,52.0,78.8,86.3,1878.0,AUS,Year 13,64.85,71.82499999999999
ID_8888,F,37.4,18.9,71.4,110.4,1342.0,Murdoch,Foundation,28.15,49.775000000000006
ID_1909,M,86.5,93.8,65.5,81.1,1413.0,Heriot-Watt,Foundation,90.15,77.825
ID_8287,F,57.7,48.7,76.8,63.0,1334.0,Zayed Uni,Foundation,53.2,65.0
ID_3951,F,70.5,70.4,68.5,74.6,1865.0,Heriot-Watt,Year 13,70.45,69.475
ID_4843,F,70.4,68.2,88.6,75.2,1370.0,Zayed Uni,Foundation,69.30000000000001,78.95
ID_4059,F,53.5,81.4,81.7,99.2,970.0,AUS,Foundation,67.45,74.575
ID_1765,M,52.0,72.2,63.0,60.1,869.0,Manipal,Foundation,62.1,62.55
ID_6158,M,80.8,54.1,56.3,83.0,1177.0,Murdoch,Foundation,67.45,61.875
ID_7116,F,79.4,37.4,57.0,51.3,1270.0,RIT Dubai,Foundation,58.400000000000006,57.7
ID_9914,F,65.5,52.4,62.6,89.5,1056.0,Murdoch,Foundation,58.95,60.775000000000006
ID_4574,F,67.3,51.9,68.0,70.2,1303.0,Uni of Dubai,Year 13,59.599999999999994,63.8
ID_3475,F,60.5,69.2,61.4,92.7,1522.0,Murdoch,Foundation,64.85,63.125
ID_3953,F,96.5,48.7,78.2,49.2,1748.0,RIT Dubai,Year 13,72.6,75.4
ID_1959,F,80.1,35.0,61.1,72.2,1364.0,UOWD,Foundation,57.55,59.325
ID_2390,F,44.7,60.4,82.2,61.2,1020.0,RIT Dubai,Foundation,52.55,67.375
ID_8889,F,76.8,85.1,85.2,71.6,776.0,UOWD,Foundation,80.94999999999999,83.07499999999999
ID_3372,M,74.7,62.0,85.6,67.3,1303.0,CUD,Foundation,68.35,76.975
ID_8742,F,67.4,7.0,67.2,99.3,1425.0,ADU,Year 13,37.2,52.2
ID_2046,F,77.0,60.3,66.1,87.6,932.0,UOWD,Foundation,68.65,67.375
ID_9945,M,79.7,43.0,76.6,65.2,1371.0,KU,Year 13,61.35,68.975
ID_5104,F,79.1,78.4,76.7,92.2,1501.0,KU,Year 13,78.75,77.725
ID_4046,M,55.5,49.1,73.4,71.6,2123.0,Birmingham Uni,Year 13,52.3,62.85
ID_9122,F,74.2,89.5,59.2,92.9,1958.0,UOWD,Foundation,81.85,70.525
ID_3209,F,50.2,80.4,72.1,73.2,1710.0,KU,Year 13,65.30000000000001,68.7
ID_6716,F,70.0,53.0,86.7,58.0,1026.0,Birmingham Uni,Foundation,61.5,74.1
ID_2179,M,72.0,65.5,82.0,71.7,1464.0,KU,Year 13,68.75,75.375
ID_6455,F,71.8,56.1,95.5,68.2,1926.0,Murdoch,Year 13,63.95,79.725
ID_7050,M,70.5,37.5,81.0,87.5,1208.0,KU,Year 13,54.0,67.5
ID_7249,F,74.9,84.5,75.0,86.2,862.0,Uni of Dubai,Foundation,79.7,77.35
ID_3278,F,70.4,52.2,77.9,63.6,1513.0,Middlesex Dubai,Foundation,61.300000000000004,69.60000000000001
ID_6477,M,73.5,45.0,91.2,101.9,1498.0,KU,Foundation,59.25,75.225
ID_8570,M,93.9,53.6,80.0,87.0,1635.0,Heriot-Watt,Foundation,73.75,76.875
ID_4520,M,51.7,82.3,76.7,91.8,1096.0,BUiD,Foundation,67.0,71.85
ID_9346,M,77.0,41.6,68.4,65.7,1041.0,BUiD,Foundation,59.3,63.85
ID_1364,M,61.3,87.8,66.6,77.3,1512.0,BUiD,Foundation,74.55,70.57499999999999
ID_7231,M,73.0,86.9,76.4,101.5,1598.0,RIT Dubai,Year 13,79.95,78.17500000000001
ID_1157,F,74.6,70.0,79.0,107.9,1331.0,AUD,Foundation,72.3,75.65
ID_9483,F,65.2,67.3,69.5,79.8,1389.0,KU,Year 13,66.25,67.875
ID_4555,F,63.8,32.3,70.8,84.0,1177.0,AUS,Foundation,48.05,59.425
ID_7898,F,48.6,66.4,67.9,79.8,1547.0,RIT Dubai,Foundation,57.5,62.7
ID_2550,M,80.9,84.1,87.2,104.4,1311.0,Amity,Foundation,82.5,84.85
ID_5389,M,71.6,56.7,52.6,78.1,1615.0,Murdoch,Year 13,64.15,58.375
ID_8735,F,49.8,57.7,83.5,82.1,1775.0,RIT Dubai,Year 13,53.75,68.625
ID_8974,M,71.1,85.5,90.4,83.8,1980.0,Heriot-Watt,Year 13,78.3,84.35
ID_8883,F,79.1,68.6,72.3,68.0,1674.0,KU,Foundation,73.85,73.07499999999999
ID_2168,F,83.0,55.1,71.6,84.4,1566.0,Manipal,Year 13,69.05,70.32499999999999
ID_9783,F,72.1,99.1,67.3,62.7,1176.0,Uni of Dubai,Foundation,85.6,76.44999999999999
ID_2232,F,70.4,91.7,75.6,72.3,1456.0,Uni of Dubai,Foundation,81.05000000000001,78.325
ID_6533,M,93.7,63.1,71.7,74.3,1013.0,Manipal,Foundation,78.4,75.05000000000001
ID_1199,M,74.0,64.2,79.0,80.9,1576.0,BUiD,Year 13,69.1,74.05
ID_3850,M,68.2,42.1,75.9,80.8,1220.0,Middlesex Dubai,Foundation,55.150000000000006,65.525
ID_6973,F,61.2,69.6,80.1,69.3,1314.0,Heriot-Watt,Foundation,65.4,72.75
ID_4785,M,41.9,75.7,67.7,90.5,1084.0,Uni of Dubai,Foundation,58.8,63.25
ID_1819,M,77.2,47.5,59.7,72.6,1188.0,Zayed Uni,Year 13,62.35,61.025000000000006
ID_3262,F,83.2,62.7,76.5,68.9,1453.0,Heriot-Watt,Foundation,72.95,74.725
ID_2502,F,93.0,49.4,60.6,87.9,1194.0,CUD,Foundation,71.2,65.9
ID_3186,M,66.2,102.4,75.3,68.4,1113.0,UOWD,Foundation,84.30000000000001,79.80000000000001
ID_2518,M,86.3,53.6,46.7,91.9,865.0,Uni of Dubai,Foundation,69.95,58.325
ID_9184,F,67.8,66.3,71.3,60.3,1464.0,Amity,Year 13,67.05,69.175
ID_1955,F,98.4,47.3,70.1,70.6,1221.0,CUD,Year 13,72.85,71.475
ID_4102,M,64.8,79.5,79.5,76.1,1170.0,KU,Foundation,72.15,75.825
ID_4054,M,71.4,33.7,55.6,88.7,1071.0,CUD,Foundation,52.550000000000004,54.075
ID_3761,F,43.4,87.7,73.5,76.1,1510.0,AUD,Year 13,65.55,69.525
ID_1868,F,56.7,67.6,61.6,73.3,1960.0,Birmingham Uni,Year 13,62.15,61.875
ID_3899,M,55.9,84.3,71.9,57.2,1888.0,AUS,Foundation,70.1,71.0
ID_5688,M,69.1,50.0,86.2,82.6,1140.0,Middlesex Dubai,Year 13,59.55,72.875
ID_8407,F,70.4,86.7,64.2,69.9,1639.0,AUS,Foundation,78.55000000000001,71.375
ID_6398,F,29.3,62.0,69.9,73.5,1031.0,UOWD,Foundation,45.65,57.775000000000006
ID_7992,M,85.3,54.0,64.0,105.5,1867.0,UOWD,Foundation,69.65,66.825
ID_6853,F,52.6,96.6,96.6,55.7,1274.0,Zayed Uni,Foundation,74.6,85.6
ID_8724,F,78.4,47.1,58.6,78.1,1101.0,Birmingham Uni,Year 13,62.75,60.675
ID_7555,F,66.0,92.4,79.7,87.5,975.0,Heriot-Watt,Foundation,79.2,79.45
ID_5209,F,69.0,36.5,78.9,88.0,1242.0,UOWD,Foundation,52.75,65.825
ID_1277,F,74.4,57.7,85.4,77.7,1655.0,Middlesex Dubai,Foundation,66.05000000000001,75.72500000000001
ID_7805,F,70.4,49.9,78.6,75.4,1165.0,Zayed Uni,Foundation,60.150000000000006,69.375
ID_7049,M,90.0,83.6,81.6,72.6,1493.0,Heriot-Watt,Year 13,86.8,84.19999999999999
ID_4328,F,77.4,75.7,81.4,57.7,1652.0,Birmingham Uni,Year 13,76.55000000000001,78.97500000000001
ID_6954,F,61.5,57.8,57.0,91.1,843.0,Birmingham Uni,Foundation,59.65,58.325
ID_4925,M,64.0,44.9,71.7,95.0,1593.0,KU,Foundation,54.45,63.075
ID_5425,F,67.6,71.2,76.5,70.3,1909.0,AUS,Year 13,69.4,72.95
ID_8720,M,75.4,57.8,82.4,76.9,1130.0,Middlesex Dubai,Foundation,66.6,74.5
ID_8608,F,64.0,66.7,74.2,72.5,1140.0,Birmingham Uni,Year 13,65.35,69.775
ID_4637,F,76.3,40.8,75.6,79.4,1446.0,KU,Foundation,58.55,67.07499999999999
ID_9580,F,83.8,85.4,81.7,65.7,1320.0,CUD,Year 13,84.6,83.15
ID_9003,F,48.2,60.2,89.7,84.1,1509.0,ADU,Year 13,54.2,71.95
ID_4303,M,52.1,78.6,67.8,73.8,1182.0,Murdoch,Foundation,65.35,66.57499999999999
ID_6186,F,59.8,84.2,86.3,54.6,1645.0,KU,Foundation,72.0,79.15
ID_8809,F,57.8,82.1,95.7,68.6,1573.0,Heriot-Watt,Foundation,69.94999999999999,82.82499999999999
ID_8675,M,53.7,111.5,69.7,89.5,1373.0,AUS,Foundation,82.6,76.15
ID_6542,M,88.5,64.8,60.7,72.3,1699.0,KU,Foundation,76.65,68.67500000000001
ID_6503,F,64.8,92.8,76.1,93.8,1060.0,CUD,Foundation,78.8,77.44999999999999
ID_7398,F,63.4,59.2,72.2,72.1,1300.0,Middlesex Dubai,Foundation,61.3,66.75
ID_2523,M,83.9,46.5,73.9,76.3,1359.0,Murdoch,Foundation,65.2,69.55000000000001
ID_8613,F,70.5,66.5,58.5,65.6,1371.0,KU,Foundation,68.5,63.5
ID_6514,F,46.2,37.9,82.3,53.1,1341.0,Amity,Foundation,42.05,62.175
ID_5235,M,102.2,34.1,90.7,71.1,1627.0,UOWD,Foundation,68.15,79.42500000000001
ID_7080,M,77.6,92.8,92.9,75.0,825.0,Zayed Uni,Foundation,85.19999999999999,89.05
ID_2222,F,57.7,56.5,78.1,69.9,1499.0,Murdoch,Year 13,57.1,67.6
ID_9664,F,72.1,61.6,86.0,82.3,1416.0,UOWD,Year 13,66.85,76.425
ID_6801,F,83.6,66.4,72.4,62.0,1714.0,Uni of Dubai,Foundation,75.0,73.7
ID_3883,F,75.1,54.7,73.7,83.3,1717.0,Zayed Uni,Year 13,64.9,69.30000000000001
ID_2823,F,69.6,36.6,75.0,96.8,1157.0,ADU,Year 13,53.099999999999994,64.05
ID_4489,F,95.9,46.9,83.1,79.4,1079.0,BUiD,Foundation,71.4,77.25
ID_1496,M,83.2,36.3,62.1,89.1,1584.0,AUD,Year 13,59.75,60.925
ID_6824,M,59.4,63.4,78.1,72.7,1445.0,Amity,Year 13,61.4,69.75
ID_7288,M,76.6,63.0,68.5,73.6,1642.0,Zayed Uni,Foundation,69.8,69.15
ID_8361,M,90.4,74.8,72.7,64.4,1195.0,ADU,Foundation,82.6,77.65
ID_1561,M,89.5,67.8,80.7,67.7,1046.0,Birmingham Uni,Foundation,78.65,79.67500000000001
ID_6104,F,45.0,52.4,48.8,60.2,1065.0,UOWD,Foundation,48.7,48.75
ID_8986,M,72.0,58.5,80.2,72.0,1384.0,UOWD,Year 13,65.25,72.725
ID_1259,M,91.2,37.3,84.0,87.4,1175.0,AUD,Year 13,64.25,74.125
ID_8315,M,58.5,55.8,75.3,86.8,1626.0,AUD,Year 13,57.15,66.225
ID_1852,M,65.1,43.0,68.8,59.9,1149.0,Middlesex Dubai,Foundation,54.05,61.425
ID_7441,F,52.3,84.9,81.6,76.3,1778.0,Murdoch,Year 13,68.6,75.1
ID_1676,F,53.0,48.0,70.2,84.4,1234.0,ADU,Foundation,50.5,60.35
ID_6408,F,70.6,58.7,103.6,81.6,1116.0,AUS,Foundation,64.65,84.125
ID_7084,F,54.5,60.1,77.9,86.3,893.0,Amity,Foundation,57.3,67.6
ID_7033,M,56.7,58.3,60.7,79.5,1752.0,AUS,Year 13,57.5,59.1
ID_9792,M,66.6,67.2,65.9,89.5,1566.0,CUD,Foundation,66.9,66.4
ID_7915,M,54.6,72.6,57.6,66.9,1124.0,CUD,Year 13,63.599999999999994,60.599999999999994
ID_7579,F,79.9,86.3,72.4,93.2,1523.0,CUD,Foundation,83.1,77.75
ID_2012,F,51.7,93.5,64.6,93.5,1548.0,Heriot-Watt,Foundation,72.6,68.6
